Support_Year;Cluster;Timestep;PV;HP;EB;from_grid;to_grid;from_main_grid;to_main_grid
0;2;66;65.09;0.0;0.0;342.664;0.0;342.664;0.0
0;2;67;0.0;0.0;0.0;426.945;0.0;426.945;0.0
0;2;68;0.0;0.0;0.0;322.845;0.0;322.845;0.0
0;2;69;0.0;0.0;0.0;202.863;0.0;202.863;0.0
0;2;70;0.0;0.0;0.0;199.447;0.0;199.447;0.0
0;2;71;0.0;0.0;0.0;167.515;0.0;167.515;0.0
0;2;72;0.0;0.0;0.0;139.675;0.0;139.675;0.0
0;2;73;0.0;0.0;0.0;144.03;0.0;144.03;0.0
0;2;74;0.0;0.0;0.0;140.546;0.0;140.546;0.0
0;2;75;0.0;0.0;0.0;142.106;0.0;142.106;0.0
0;2;76;0.0;0.0;0.0;139.135;0.0;139.135;0.0
0;2;77;0.0;0.0;0.0;139.833;0.0;139.833;0.0
0;2;78;0.0;0.0;0.0;145.338;0.0;145.338;0.0
0;2;79;141.614;0.0;0.0;12.489;0.0;12.489;0.0
0;2;80;629.156;317.178;0.0;0.0;182.345;0.0;182.345
0;2;81;515.95;165.815;0.0;0.0;214.216;0.0;214.216
0;2;82;543.948;314.504;0.0;0.0;75.343;0.0;75.343
0;2;83;1268.526;301.146;0.0;0.0;824.747;0.0;824.747
0;2;84;2018.272;292.252;0.0;0.0;1588.034;0.0;1588.034
0;2;85;1530.978;286.031;0.0;0.0;1102.366;0.0;1102.366
0;2;86;952.915;281.59;0.0;0.0;523.038;0.0;523.038
0;2;87;816.187;281.59;0.0;0.0;395.806;0.0;395.806
0;2;88;559.618;292.252;0.0;0.0;128.193;0.0;128.193
0;2;89;449.899;284.255;0.0;0.0;20.825;0.0;20.825
0;2;90;81.73;0.0;0.0;113.924;0.0;113.924;0.0
0;2;91;0.0;0.0;0.0;215.345;0.0;215.345;0.0
0;2;92;0.0;18.939;0.0;230.152;0.0;230.152;0.0
0;2;93;0.0;0.0;0.0;208.921;0.0;208.921;0.0
0;2;94;0.0;310.049;0.0;496.738;0.0;496.738;0.0
0;2;95;0.0;78.043;0.0;256.868;0.0;256.868;0.0
0;2;96;0.0;0.0;0.0;137.013;0.0;137.013;0.0
0;2;97;0.0;0.0;0.0;139.487;0.0;139.487;0.0
0;2;98;0.0;0.0;0.0;138.846;0.0;138.846;0.0
0;2;99;0.0;0.0;0.0;142.762;0.0;142.762;0.0
0;2;100;0.0;0.0;0.0;136.677;0.0;136.677;0.0
0;2;101;0.0;0.0;0.0;140.519;0.0;140.519;0.0
0;2;102;0.0;0.0;0.0;143.483;0.0;143.483;0.0
0;2;103;138.069;45.681;0.0;314.524;0.0;314.524;0.0
0;2;104;908.306;335.923;0.0;0.0;266.155;0.0;266.155
0;2;105;1679.485;326.099;0.0;0.0;1015.981;0.0;1015.981
0;2;106;1864.335;302.926;0.0;0.0;1221.288;0.0;1221.288
0;2;107;1408.376;290.474;0.0;0.0;764.901;0.0;764.901
0;2;108;1817.64;279.815;0.0;0.0;1203.465;0.0;1203.465
0;2;109;1631.022;277.152;0.0;0.0;1020.269;0.0;1020.269
0;2;110;1537.298;277.152;0.0;0.0;908.696;0.0;908.696
0;2;111;808.719;278.927;0.0;0.0;206.834;0.0;206.834
0;2;112;466.142;152.905;0.0;0.0;0.0;0.0;0.0
0;2;113;383.571;63.347;0.0;0.0;0.0;0.0;0.0
0;2;114;59.013;0.0;0.0;340.827;0.0;340.827;0.0
0;2;115;0.0;0.0;0.0;420.295;0.0;420.295;0.0
0;2;116;0.0;0.0;0.0;338.419;0.0;338.419;0.0
0;2;117;0.0;0.0;0.0;197.599;0.0;197.599;0.0
0;2;118;0.0;0.0;0.0;190.182;0.0;190.182;0.0
0;2;119;0.0;0.0;0.0;172.154;0.0;172.154;0.0
0;2;120;0.0;0.0;0.0;138.075;0.0;138.075;0.0
0;2;121;0.0;0.0;0.0;144.109;0.0;144.109;0.0
0;2;122;0.0;0.0;0.0;140.111;0.0;140.111;0.0
0;2;123;0.0;0.0;0.0;144.668;0.0;144.668;0.0
0;2;124;0.0;0.0;0.0;142.918;0.0;142.918;0.0
0;2;125;0.0;33.317;0.0;175.69;0.0;175.69;0.0
0;2;126;0.0;138.105;0.0;284.737;0.0;284.737;0.0
0;2;127;52.368;105.371;0.0;475.71;0.0;475.71;0.0
0;2;128;284.363;89.939;0.0;177.099;0.0;177.099;0.0
0;2;129;466.342;140.892;0.0;0.0;0.0;0.0;0.0
0;2;130;585.882;237.262;0.0;0.0;0.0;0.0;0.0
0;2;131;689.429;278.039;0.0;0.0;72.962;0.0;72.962
0;2;132;1293.521;265.902;0.0;0.0;704.065;0.0;704.065
0;2;133;1684.594;260.454;0.0;0.0;1099.341;0.0;1099.341
0;2;134;781.174;257.434;0.0;0.0;184.994;0.0;184.994
0;2;135;408.682;68.779;0.0;0.0;0.0;0.0;0.0
0;2;136;361.336;48.837;0.0;0.0;0.0;0.0;0.0
0;2;137;233.971;0.0;0.0;128.34;0.0;128.34;0.0
0;2;138;49.061;0.0;0.0;352.031;0.0;352.031;0.0
0;2;139;0.0;0.0;0.0;428.804;0.0;428.804;0.0
0;2;140;0.0;0.0;0.0;334.788;0.0;334.788;0.0
0;2;141;0.0;0.0;0.0;201.992;0.0;201.992;0.0
0;2;142;0.0;0.0;0.0;195.022;0.0;195.022;0.0
0;2;143;0.0;0.0;0.0;179.493;0.0;179.493;0.0
0;2;144;0.0;0.0;0.0;141.131;0.0;141.131;0.0
0;2;145;0.0;0.0;0.0;145.18;0.0;145.18;0.0
0;2;146;0.0;0.0;0.0;140.491;0.0;140.491;0.0
0;2;147;0.0;0.0;0.0;140.811;0.0;140.811;0.0
0;2;148;0.0;0.0;0.0;140.741;0.0;140.741;0.0
0;2;149;0.0;0.0;0.0;141.888;0.0;141.888;0.0
0;2;150;0.0;0.0;0.0;153.283;0.0;153.283;0.0
0;2;151;21.43;0.0;0.0;412.174;0.0;412.174;0.0
0;2;152;110.298;0.0;0.0;347.165;0.0;347.165;0.0
0;2;153;205.201;82.836;0.0;278.136;0.0;278.136;0.0
0;2;154;198.497;82.175;0.0;295.044;0.0;295.044;0.0
0;2;155;291.012;72.255;0.0;137.895;0.0;137.895;0.0
0;2;156;418.467;98.322;0.0;0.0;0.0;0.0;0.0
0;2;157;324.859;4.003;0.0;23.765;0.0;23.765;0.0
0;2;158;338.813;37.985;0.0;54.003;0.0;54.003;0.0
0;2;159;281.971;88.527;0.0;163.798;0.0;163.798;0.0
0;2;160;139.391;272.715;0.0;565.795;0.0;565.795;0.0
0;2;161;63.74;0.0;0.0;388.566;0.0;388.566;0.0
0;2;162;15.19;0.0;0.0;397.508;0.0;397.508;0.0
0;2;163;0.0;0.0;0.0;435.919;0.0;435.919;0.0
0;2;164;0.0;0.0;0.0;327.206;0.0;327.206;0.0
0;2;165;0.0;0.0;0.0;207.674;0.0;207.674;0.0
0;2;166;0.0;115.642;0.0;303.437;0.0;303.437;0.0
0;2;167;0.0;287.808;0.0;454.173;0.0;454.173;0.0
0;3;0;0.0;388.842;0.0;528.406;0.0;528.406;0.0
0;3;1;0.0;389.742;0.0;532.877;0.0;532.877;0.0
0;3;2;0.0;387.041;0.0;527.196;0.0;527.196;0.0
0;3;3;0.0;387.941;0.0;530.268;0.0;530.268;0.0
0;3;4;0.0;388.842;0.0;531.287;0.0;531.287;0.0
0;3;5;0.0;395.147;0.0;536.9;0.0;536.9;0.0
0;3;6;0.0;395.147;0.0;544.546;0.0;544.546;0.0
0;3;7;0.0;394.246;0.0;839.854;0.0;839.854;0.0
0;3;8;0.0;384.302;0.0;868.118;0.0;868.118;0.0
0;3;9;263.193;363.129;0.0;579.119;0.0;579.119;0.0
0;3;10;508.057;353.177;0.0;243.897;0.0;243.897;0.0
0;3;11;429.192;329.391;0.0;277.455;0.0;277.455;0.0
0;3;12;977.575;374.451;0.0;0.0;278.07;0.0;278.07
0;3;13;1809.37;369.961;0.0;0.0;1114.283;0.0;1114.283
0;3;14;1689.583;351.131;0.0;0.0;990.107;0.0;990.107
0;3;15;1081.237;349.34;0.0;0.0;399.269;0.0;399.269
0;3;16;236.082;353.818;0.0;602.203;0.0;602.203;0.0
0;3;17;0.0;361.885;0.0;829.023;0.0;829.023;0.0
0;3;18;0.0;364.576;0.0;794.254;0.0;794.254;0.0
0;3;19;0.0;0.0;0.0;445.809;0.0;445.809;0.0
0;3;20;0.0;291.825;0.0;627.475;0.0;627.475;0.0
0;3;21;0.0;379.844;0.0;599.442;0.0;599.442;0.0
0;3;22;0.0;382.542;0.0;568.885;0.0;568.885;0.0
0;3;23;0.0;386.141;0.0;561.143;0.0;561.143;0.0
0;3;24;0.0;389.742;0.0;531.665;0.0;531.665;0.0
0;3;25;0.0;395.147;0.0;539.924;0.0;539.924;0.0
0;3;26;0.0;395.147;0.0;538.584;0.0;538.584;0.0
0;3;27;0.0;395.147;0.0;536.271;0.0;536.271;0.0
0;3;28;0.0;396.95;0.0;538.994;0.0;538.994;0.0
0;3;29;0.0;397.851;0.0;539.414;0.0;539.414;0.0
0;3;30;0.0;396.95;0.0;547.027;0.0;547.027;0.0
0;3;31;0.0;400.557;0.0;853.656;0.0;853.656;0.0
0;3;32;0.0;396.048;0.0;886.605;0.0;886.605;0.0
0;3;33;226.358;365.592;0.0;624.559;0.0;624.559;0.0
0;3;34;873.863;384.341;0.0;0.0;119.644;0.0;119.644
0;3;35;995.442;382.542;0.0;0.0;266.903;0.0;266.903
0;3;36;1150.276;379.844;0.0;0.0;449.453;0.0;449.453
0;3;37;830.027;382.542;0.0;0.0;114.36;0.0;114.36
0;3;38;187.516;99.183;0.0;346.915;0.0;346.915;0.0
0;3;39;106.775;325.933;0.0;695.828;0.0;695.828;0.0
0;3;40;25.096;321.115;0.0;788.862;0.0;788.862;0.0
0;3;41;0.0;330.88;0.0;810.118;0.0;810.118;0.0
0;3;42;0.0;359.0;0.0;788.851;0.0;788.851;0.0
0;3;43;0.0;356.561;0.0;790.224;0.0;790.224;0.0
0;3;44;0.0;370.792;0.0;703.477;0.0;703.477;0.0
0;3;45;0.0;378.945;0.0;593.53;0.0;593.53;0.0
0;3;46;0.0;374.422;0.0;573.802;0.0;573.802;0.0
0;3;47;0.0;364.284;0.0;550.614;0.0;550.614;0.0
0;3;48;0.0;96.735;0.0;237.457;0.0;237.457;0.0
0;3;49;0.0;95.623;0.0;235.252;0.0;235.252;0.0
0;3;50;0.0;92.661;0.0;233.639;0.0;233.639;0.0
0;3;51;0.0;91.48;0.0;235.422;0.0;235.422;0.0
0;3;52;0.0;96.862;0.0;239.292;0.0;239.292;0.0
0;3;53;0.0;96.618;0.0;239.999;0.0;239.999;0.0
0;3;54;0.0;101.603;0.0;247.184;0.0;247.184;0.0
0;3;55;0.0;122.405;0.0;511.935;0.0;511.935;0.0
0;3;56;0.0;128.387;0.0;549.753;0.0;549.753;0.0
0;3;57;34.151;116.844;0.0;494.461;0.0;494.461;0.0
0;3;58;154.976;116.552;0.0;353.598;0.0;353.598;0.0
0;3;59;136.61;118.504;0.0;368.09;0.0;368.09;0.0
0;3;60;472.874;176.766;0.0;0.0;0.0;0.0;0.0
0;3;61;1065.504;342.181;0.0;0.0;425.127;0.0;425.127
0;3;62;627.952;329.151;0.0;0.0;0.0;0.0;0.0
0;3;63;454.757;119.821;0.0;0.0;0.0;0.0;0.0
0;3;64;57.536;0.0;0.0;363.196;0.0;363.196;0.0
0;3;65;0.0;35.418;0.0;465.43;0.0;465.43;0.0
0;3;66;0.0;342.181;0.0;770.404;0.0;770.404;0.0
0;3;67;0.0;0.0;0.0;436.394;0.0;436.394;0.0
0;3;68;0.0;0.0;0.0;343.946;0.0;343.946;0.0
0;3;69;0.0;0.0;0.0;208.356;0.0;208.356;0.0
0;3;70;0.0;0.0;0.0;208.378;0.0;208.378;0.0
0;3;71;0.0;152.963;0.0;336.364;0.0;336.364;0.0
0;3;72;0.0;161.332;0.0;300.588;0.0;300.588;0.0
0;3;73;0.0;162.978;0.0;306.169;0.0;306.169;0.0
0;3;74;0.0;170.193;0.0;312.307;0.0;312.307;0.0
0;3;75;0.0;275.896;0.0;421.136;0.0;421.136;0.0
0;3;76;0.0;356.506;0.0;498.88;0.0;498.88;0.0
0;3;77;0.0;356.506;0.0;502.55;0.0;502.55;0.0
0;3;78;0.0;355.61;0.0;499.739;0.0;499.739;0.0
0;3;79;0.0;360.091;0.0;519.475;0.0;519.475;0.0
0;3;80;0.0;360.091;0.0;534.17;0.0;534.17;0.0
0;3;81;24.892;360.091;0.0;522.715;0.0;522.715;0.0
0;3;82;49.797;360.988;0.0;511.667;0.0;511.667;0.0
0;3;83;108.979;360.988;0.0;441.121;0.0;441.121;0.0
0;3;84;199.316;357.402;0.0;331.284;0.0;331.284;0.0
0;3;85;1174.182;353.818;0.0;0.0;670.326;0.0;670.326
0;3;86;1139.603;359.195;0.0;0.0;631.984;0.0;631.984
0;3;87;677.196;360.091;0.0;0.0;163.01;0.0;163.01
0;3;88;75.22;364.576;0.0;473.103;0.0;473.103;0.0
0;3;89;0.0;365.473;0.0;566.737;0.0;566.737;0.0
0;3;90;0.0;369.961;0.0;577.858;0.0;577.858;0.0
0;3;91;0.0;377.147;0.0;593.287;0.0;593.287;0.0
0;3;92;0.0;381.643;0.0;595.933;0.0;595.933;0.0
0;3;93;0.0;383.442;0.0;594.467;0.0;594.467;0.0
0;3;94;0.0;387.041;0.0;584.608;0.0;584.608;0.0
0;3;95;0.0;387.941;0.0;563.561;0.0;563.561;0.0
0;3;96;0.0;389.742;0.0;532.281;0.0;532.281;0.0
0;3;97;0.0;393.345;0.0;540.741;0.0;540.741;0.0
0;3;98;0.0;394.246;0.0;537.008;0.0;537.008;0.0
0;3;99;0.0;396.95;0.0;536.474;0.0;536.474;0.0
0;3;100;0.0;393.345;0.0;537.361;0.0;537.361;0.0
0;3;101;0.0;387.941;260.743;793.148;0.0;793.148;0.0
0;3;102;0.0;384.341;260.743;795.194;0.0;795.194;0.0
0;3;103;0.0;382.542;260.743;1095.042;0.0;1095.042;0.0
0;3;104;0.0;376.248;260.743;1120.577;0.0;1120.577;0.0
0;3;105;18.736;373.553;260.743;1125.767;0.0;1125.767;0.0
0;3;106;65.82;382.542;260.743;1108.446;0.0;1108.446;0.0
0;3;107;84.659;384.341;260.743;1066.249;0.0;1066.249;0.0
0;3;108;160.057;387.941;260.743;936.429;0.0;936.429;0.0
0;3;109;186.287;384.341;260.743;896.702;0.0;896.702;0.0
0;3;110;137.929;382.542;260.743;982.322;0.0;982.322;0.0
0;3;111;78.334;379.844;260.743;1060.162;0.0;1060.162;0.0
0;3;112;12.503;378.046;260.743;1111.664;0.0;1111.664;0.0
0;3;113;0.0;377.147;260.743;1111.124;0.0;1111.124;0.0
0;3;114;0.0;377.147;260.743;1060.512;0.0;1060.512;0.0
0;3;115;0.0;376.248;260.743;1070.398;0.0;1070.398;0.0
0;3;116;0.0;373.553;260.743;974.486;0.0;974.486;0.0
0;3;117;0.0;373.553;260.743;834.552;0.0;834.552;0.0
0;3;118;0.0;372.655;260.743;826.878;0.0;826.878;0.0
0;3;119;0.0;374.451;260.743;808.478;0.0;808.478;0.0
0;3;120;0.0;374.451;260.743;771.855;0.0;771.855;0.0
0;3;121;0.0;376.248;260.743;776.732;0.0;776.732;0.0
0;3;122;0.0;381.643;260.743;782.269;0.0;782.269;0.0
0;3;123;0.0;387.941;260.743;789.433;0.0;789.433;0.0
0;3;124;0.0;395.147;260.743;796.016;0.0;796.016;0.0
0;3;125;0.0;400.557;260.743;803.875;0.0;803.875;0.0
0;3;126;0.0;399.655;260.743;805.027;0.0;805.027;0.0
0;3;127;0.0;400.557;229.748;1065.788;0.0;1065.788;0.0
0;3;128;0.0;397.851;145.517;1012.116;0.0;1012.116;0.0
0;3;129;59.125;393.345;115.036;939.449;0.0;939.449;0.0
0;3;130;155.056;384.341;27.432;710.126;0.0;710.126;0.0
0;3;131;144.191;382.542;0.0;683.573;0.0;683.573;0.0
0;3;132;390.301;380.743;0.0;320.522;0.0;320.522;0.0
0;3;133;435.311;376.248;0.0;282.607;0.0;282.607;0.0
0;3;134;106.392;377.147;0.0;751.481;0.0;751.481;0.0
0;3;135;68.898;378.945;0.0;796.514;0.0;796.514;0.0
0;3;136;6.244;377.147;0.0;860.91;0.0;860.91;0.0
0;3;137;0.0;382.542;0.0;840.297;0.0;840.297;0.0
0;3;138;0.0;384.341;0.0;791.038;0.0;791.038;0.0
0;3;139;0.0;387.041;0.0;815.978;0.0;815.978;0.0
0;3;140;0.0;391.543;0.0;710.556;0.0;710.556;0.0
0;3;141;0.0;394.246;0.0;601.17;0.0;601.17;0.0
0;3;142;0.0;396.95;0.0;595.032;0.0;595.032;0.0
0;3;143;0.0;398.753;0.0;573.491;0.0;573.491;0.0
0;3;144;0.0;393.345;190.419;720.606;0.0;720.606;0.0
0;3;145;0.0;397.851;247.467;786.057;0.0;786.057;0.0
0;3;146;0.0;396.048;260.743;794.657;0.0;794.657;0.0
0;3;147;0.0;400.557;260.743;799.733;0.0;799.733;0.0
0;3;148;0.0;398.753;260.743;795.977;0.0;795.977;0.0
0;3;149;0.0;399.655;260.743;798.72;0.0;798.72;0.0
0;3;150;0.0;396.95;260.743;803.231;0.0;803.231;0.0
0;3;151;0.0;393.345;117.819;946.018;0.0;946.018;0.0
0;3;152;0.0;389.742;37.081;894.454;0.0;894.454;0.0
0;3;153;209.388;348.804;0.0;602.464;0.0;602.464;0.0
0;3;154;584.861;331.286;0.0;127.664;0.0;127.664;0.0
0;3;155;286.326;292.746;0.0;385.967;0.0;385.967;0.0
0;3;156;177.429;274.464;0.0;521.647;0.0;521.647;0.0
0;3;157;200.552;353.818;0.0;562.538;0.0;562.538;0.0
0;3;158;136.936;162.37;0.0;486.004;0.0;486.004;0.0
0;3;159;59.077;264.822;0.0;687.728;0.0;687.728;0.0
0;3;160;28.001;260.433;0.0;702.75;0.0;702.75;0.0
0;3;161;0.0;254.949;0.0;719.41;0.0;719.41;0.0
0;3;162;0.0;333.819;0.0;752.291;0.0;752.291;0.0
0;3;163;0.0;353.818;0.0;775.402;0.0;775.402;0.0
0;3;164;0.0;350.235;0.0;699.229;0.0;699.229;0.0
0;3;165;0.0;351.131;0.0;552.709;0.0;552.709;0.0
0;3;166;0.0;352.026;0.0;543.077;0.0;543.077;0.0
0;3;167;0.0;355.61;0.0;531.185;0.0;531.185;0.0
5;0;0;0.0;0.0;0.0;147.77;0.0;147.77;0.0
5;0;1;0.0;275.874;0.0;427.975;0.0;427.975;0.0
5;0;2;0.0;0.0;0.0;147.638;0.0;147.638;0.0
5;0;3;0.0;240.786;0.0;389.321;0.0;389.321;0.0
5;0;4;0.0;247.937;0.0;396.906;0.0;396.906;0.0
5;0;5;0.0;254.061;0.0;401.327;0.0;401.327;0.0
5;0;6;0.0;271.215;0.0;424.402;0.0;424.402;0.0
5;0;7;0.0;228.25;0.0;683.861;0.0;683.861;0.0
5;0;8;295.463;207.083;0.0;380.796;0.0;380.796;0.0
5;0;9;969.11;347.55;0.0;0.0;270.998;0.0;270.998
5;0;10;1122.619;341.287;0.0;0.0;407.564;0.0;407.564
5;0;11;655.895;290.604;0.0;0.0;0.0;0.0;0.0
5;0;12;868.268;326.099;0.0;0.0;199.279;0.0;199.279
5;0;13;388.386;25.195;0.0;0.0;0.0;0.0;0.0
5;0;14;299.887;0.0;0.0;92.384;0.0;92.384;0.0
5;0;15;834.074;325.206;0.0;0.0;168.471;0.0;168.471
5;0;16;520.842;188.934;0.0;0.0;0.0;0.0;0.0
5;0;17;159.569;0.0;0.0;275.597;0.0;275.597;0.0
5;0;18;3.067;240.455;0.0;673.215;0.0;673.215;0.0
5;0;19;0.0;0.0;0.0;444.103;0.0;444.103;0.0
5;0;20;0.0;0.0;0.0;350.488;0.0;350.488;0.0
5;0;21;0.0;327.884;0.0;538.128;0.0;538.128;0.0
5;0;22;0.0;333.243;0.0;527.986;0.0;527.986;0.0
5;0;23;0.0;337.711;0.0;520.992;0.0;520.992;0.0
5;0;24;0.0;0.0;0.0;148.336;0.0;148.336;0.0
5;0;25;0.0;0.0;0.0;147.39;0.0;147.39;0.0
5;0;26;0.0;0.0;0.0;143.924;0.0;143.924;0.0
5;0;27;0.0;352.026;0.0;500.411;0.0;500.411;0.0
5;0;28;0.0;352.922;0.0;502.479;0.0;502.479;0.0
5;0;29;0.0;359.195;0.0;507.813;0.0;507.813;0.0
5;0;30;0.0;17.58;0.0;178.74;0.0;178.74;0.0
5;0;31;0.0;263.475;0.0;720.078;0.0;720.078;0.0
5;0;32;273.022;238.362;0.0;438.63;0.0;438.63;0.0
5;0;33;848.821;359.195;0.0;0.0;134.188;0.0;134.188
5;0;34;1261.378;353.818;0.0;0.0;536.957;0.0;536.957
5;0;35;1271.983;336.817;0.0;0.0;572.411;0.0;572.411
5;0;36;943.13;338.605;0.0;0.0;247.697;0.0;247.697
5;0;37;1845.866;327.884;0.0;0.0;1166.35;0.0;1166.35
5;0;38;2097.5;325.206;0.0;0.0;1398.255;0.0;1398.255
5;0;39;1682.154;318.962;0.0;0.0;1023.466;0.0;1023.466
5;0;40;860.389;318.962;0.0;0.0;201.079;0.0;201.079
5;0;41;290.166;0.0;0.0;92.346;0.0;92.346;0.0
5;0;42;6.139;321.637;0.0;747.273;0.0;747.273;0.0
5;0;43;0.0;38.959;0.0;497.919;0.0;497.919;0.0
5;0;44;0.0;0.0;0.0;339.252;0.0;339.252;0.0
5;0;45;0.0;0.0;0.0;217.236;0.0;217.236;0.0
5;0;46;0.0;0.0;0.0;199.022;0.0;199.022;0.0
5;0;47;0.0;0.0;0.0;180.544;0.0;180.544;0.0
5;0;48;0.0;0.0;0.0;146.92;0.0;146.92;0.0
5;0;49;0.0;0.0;0.0;149.82;0.0;149.82;0.0
5;0;50;0.0;0.0;0.0;150.462;0.0;150.462;0.0
5;0;51;0.0;0.0;0.0;144.922;0.0;144.922;0.0
5;0;52;0.0;0.0;0.0;147.904;0.0;147.904;0.0
5;0;53;0.0;0.0;0.0;148.174;0.0;148.174;0.0
5;0;54;0.0;92.908;0.0;251.328;0.0;251.328;0.0
5;0;55;0.0;116.563;0.0;525.64;0.0;525.64;0.0
5;0;56;185.568;113.743;0.0;338.279;0.0;338.279;0.0
5;0;57;497.715;176.302;0.0;0.0;0.0;0.0;0.0
5;0;58;875.801;346.655;0.0;0.0;222.016;0.0;222.016
5;0;59;1213.229;335.923;0.0;0.0;564.961;0.0;564.961
5;0;60;647.487;330.563;0.0;0.0;0.774;0.0;0.774
5;0;61;265.839;0.0;0.0;79.89;0.0;79.89;0.0
5;0;62;213.559;0.0;0.0;154.135;0.0;154.135;0.0
5;0;63;1241.062;333.243;0.0;0.0;602.925;0.0;602.925
5;0;64;1287.107;318.07;0.0;0.0;656.648;0.0;656.648
5;0;65;218.665;0.0;0.0;153.684;0.0;153.684;0.0
5;0;66;3.062;0.0;0.0;440.862;0.0;440.862;0.0
5;0;67;0.0;0.0;0.0;453.132;0.0;453.132;0.0
5;0;68;0.0;110.079;0.0;464.75;0.0;464.75;0.0
5;0;69;0.0;295.808;0.0;516.608;0.0;516.608;0.0
5;0;70;0.0;300.256;0.0;500.485;0.0;500.485;0.0
5;0;71;0.0;0.0;0.0;189.152;0.0;189.152;0.0
5;0;72;0.0;0.0;0.0;140.001;0.0;140.001;0.0
5;0;73;0.0;0.0;0.0;139.906;0.0;139.906;0.0
5;0;74;0.0;0.0;0.0;138.774;0.0;138.774;0.0
5;0;75;0.0;0.0;0.0;139.524;0.0;139.524;0.0
5;0;76;0.0;0.0;0.0;143.338;0.0;143.338;0.0
5;0;77;0.0;0.0;0.0;143.901;0.0;143.901;0.0
5;0;78;0.0;0.0;0.0;143.165;0.0;143.165;0.0
5;0;79;0.0;0.0;0.0;153.595;0.0;153.595;0.0
5;0;80;59.582;0.0;0.0;112.724;0.0;112.724;0.0
5;0;81;160.956;0.0;0.0;11.362;0.0;11.362;0.0
5;0;82;260.916;91.7;0.0;0.0;0.0;0.0;0.0
5;0;83;444.117;299.179;0.0;0.0;0.0;0.0;0.0
5;0;84;662.05;359.195;0.0;0.0;163.739;0.0;163.739
5;0;85;570.405;359.195;0.0;0.0;73.825;0.0;73.825
5;0;86;315.675;167.264;0.0;0.0;0.0;0.0;0.0
5;0;87;517.351;352.026;0.0;0.0;37.294;0.0;37.294
5;0;88;301.74;352.026;0.0;196.72;0.0;196.72;0.0
5;0;89;465.132;356.506;0.0;44.495;0.0;44.495;0.0
5;0;90;46.853;280.112;0.0;428.661;0.0;428.661;0.0
5;0;91;0.0;364.576;0.0;583.697;0.0;583.697;0.0
5;0;92;0.0;366.37;0.0;573.634;0.0;573.634;0.0
5;0;93;0.0;370.859;0.0;577.44;0.0;577.44;0.0
5;0;94;0.0;371.757;0.0;559.027;0.0;559.027;0.0
5;0;95;0.0;371.757;0.0;543.329;0.0;543.329;0.0
5;0;96;0.0;374.451;0.0;512.641;0.0;512.641;0.0
5;0;97;0.0;378.046;0.0;520.618;0.0;520.618;0.0
5;0;98;0.0;379.844;0.0;518.71;0.0;518.71;0.0
5;0;99;0.0;382.542;0.0;521.121;0.0;521.121;0.0
5;0;100;0.0;382.542;0.0;523.98;0.0;523.98;0.0
5;0;101;0.0;382.542;0.0;522.605;0.0;522.605;0.0
5;0;102;0.0;380.743;0.0;522.256;0.0;522.256;0.0
5;0;103;0.0;381.643;0.0;808.403;0.0;808.403;0.0
5;0;104;221.306;378.945;0.0;587.459;0.0;587.459;0.0
5;0;105;527.041;375.35;0.0;187.915;0.0;187.915;0.0
5;0;106;475.997;371.757;0.0;246.447;0.0;246.447;0.0
5;0;107;374.874;368.165;0.0;347.626;0.0;347.626;0.0
5;0;108;339.241;364.576;0.0;372.632;0.0;372.632;0.0
5;0;109;283.909;360.091;0.0;435.804;0.0;435.804;0.0
5;0;110;1168.044;353.818;0.0;0.0;464.245;0.0;464.245
5;0;111;1039.41;350.235;0.0;0.0;358.967;0.0;358.967
5;0;112;161.394;351.131;0.0;606.491;0.0;606.491;0.0
5;0;113;129.008;361.885;0.0;669.844;0.0;669.844;0.0
5;0;114;50.088;365.473;0.0;728.369;0.0;728.369;0.0
5;0;115;0.0;374.451;0.0;789.799;0.0;789.799;0.0
5;0;116;0.0;381.643;0.0;707.233;0.0;707.233;0.0
5;0;117;0.0;379.844;0.0;581.962;0.0;581.962;0.0
5;0;118;0.0;381.643;0.0;570.294;0.0;570.294;0.0
5;0;119;0.0;383.442;0.0;572.932;0.0;572.932;0.0
5;0;120;0.0;385.241;0.0;522.913;0.0;522.913;0.0
5;0;121;0.0;384.341;0.0;525.148;0.0;525.148;0.0
5;0;122;0.0;383.442;0.0;522.595;0.0;522.595;0.0
5;0;123;0.0;387.041;0.0;527.359;0.0;527.359;0.0
5;0;124;0.0;387.041;0.0;527.817;0.0;527.817;0.0
5;0;125;0.0;387.041;0.0;524.53;0.0;524.53;0.0
5;0;126;0.0;385.241;0.0;528.459;0.0;528.459;0.0
5;0;127;0.0;384.71;0.0;815.556;0.0;815.556;0.0
5;0;128;266.633;353.584;0.0;531.821;0.0;531.821;0.0
5;0;129;859.292;382.542;0.0;0.0;158.965;0.0;158.965
5;0;130;847.141;376.248;0.0;0.0;124.829;0.0;124.829
5;0;131;371.518;222.065;0.0;188.154;0.0;188.154;0.0
5;0;132;253.343;307.848;0.0;421.369;0.0;421.369;0.0
5;0;133;476.683;276.413;0.0;121.519;0.0;121.519;0.0
5;0;134;406.76;260.414;0.0;201.153;0.0;201.153;0.0
5;0;135;791.596;359.195;0.0;0.0;106.51;0.0;106.51
5;0;136;667.814;360.988;0.0;3.897;0.0;3.897;0.0
5;0;137;684.324;362.782;0.0;0.0;12.706;0.0;12.706
